,Critic_Score,Critic_Count,User_Score,User_Count
976,75.0,65.0,7.3,1223.0
977,90.0,62.0,8.9,491.0
978,,,,
979,,,,
980,,,,
981,85.0,41.0,8.5,47.0
982,,,,
983,57.0,53.0,7.6,47.0
984,47.0,21.0,6.6,129.0
985,,,,
986,,,,
987,87.0,35.0,8.6,44.0
988,75.0,30.0,7.4,27.0
989,76.0,7.0,7.7,10.0
990,,,,
991,,,,
992,,,,
993,84.0,58.0,8.1,47.0
994,75.0,5.0,9,54.0
995,91.0,29.0,9.3,198.0
996,,,,
997,,,,
998,83.0,46.0,8.9,73.0
999,84.0,29.0,6.1,27.0
1000,71.0,34.0,5.7,33.0
1001,,,,
1002,70.0,25.0,8.2,24.0
1003,84.0,25.0,8,21.0
1004,,,,
1005,80.0,55.0,9.1,57.0
1006,,,,
1007,82.0,35.0,4.9,83.0
1008,83.0,66.0,8,291.0
1009,,,,
1010,,,,
1011,,,,
1012,,,,
1013,81.0,28.0,7.1,47.0
1014,83.0,75.0,8,340.0
1015,65.0,38.0,6.8,135.0
1016,55.0,6.0,6.2,6.0
1017,,,,
1018,,,,
1019,,,,
1020,83.0,35.0,8.7,99.0
1021,,,5.1,383.0
1022,55.0,61.0,3.5,145.0
1023,78.0,38.0,8.3,444.0
1024,,,,
1025,,,,
1026,63.0,94.0,6.6,3172.0
1027,92.0,33.0,8.9,71.0
1028,54.0,83.0,6.5,1074.0
1029,,,,
1030,,,,
1031,78.0,41.0,8.1,31.0
1032,78.0,18.0,7.9,27.0
1033,79.0,51.0,7.1,453.0
1034,,,,
1035,61.0,60.0,5.4,575.0
1036,,,,
1037,82.0,9.0,6.3,101.0
1038,91.0,39.0,7.6,26.0
1039,80.0,55.0,7.7,134.0
1040,78.0,26.0,2.5,5664.0
1041,88.0,56.0,7.9,815.0
1042,,,,
1043,89.0,25.0,8.9,43.0
1044,84.0,57.0,9.1,81.0
1045,83.0,25.0,8.7,35.0
1046,,,,
1047,65.0,10.0,tbd,
1048,,,tbd,
1049,,,,
1050,20.0,13.0,1.9,41.0
1051,,,8.4,9.0
1052,95.0,54.0,8.4,937.0
1053,,,,
1054,87.0,18.0,8.6,23.0
1055,74.0,17.0,5.3,77.0
1056,71.0,94.0,4.5,5096.0
1057,,,,
1058,,,7.8,4.0
1059,82.0,59.0,8.8,64.0
1060,94.0,27.0,8.5,1863.0
1061,,,,
1062,,,,
1063,,,,
1064,,,,
1065,64.0,8.0,7.1,7.0
1066,53.0,15.0,6.9,28.0
1067,,,,
1068,96.0,82.0,9.4,767.0
1069,63.0,11.0,tbd,
1070,37.0,4.0,tbd,
1071,64.0,62.0,5.9,104.0
1072,,,,
1073,,,,
1074,78.0,58.0,8.5,301.0
1075,82.0,50.0,7.9,135.0
1076,,,,
1077,,,,
1078,90.0,70.0,7.9,2280.0
1079,,,,
1080,79.0,20.0,8.2,25.0
1081,92.0,44.0,9.1,200.0
1082,67.0,32.0,8.5,12.0
1083,73.0,35.0,7.9,46.0
1084,93.0,41.0,9.1,125.0
1085,90.0,14.0,6.8,4.0
1086,83.0,40.0,8.9,106.0
1087,,,,
1088,87.0,10.0,8.3,36.0
1089,,,tbd,
1090,,,,
1091,87.0,41.0,7.9,597.0
1092,84.0,28.0,7.8,13.0
1093,94.0,15.0,8.8,81.0
1094,83.0,37.0,7.9,24.0
1095,86.0,68.0,7.9,1346.0
1096,71.0,9.0,9,85.0
1097,79.0,103.0,8.2,2161.0
1098,44.0,17.0,8,41.0
1099,,,,
1100,93.0,35.0,8.3,33.0
1101,78.0,28.0,8.7,22.0
1102,83.0,44.0,9.2,19.0
1103,81.0,42.0,6.5,325.0
1104,83.0,22.0,8.3,28.0
1105,79.0,59.0,7.2,114.0
1106,72.0,29.0,8.4,71.0
1107,89.0,69.0,8.8,1940.0
1108,,,,
1109,77.0,49.0,8.5,156.0
1110,71.0,33.0,7.9,51.0
1111,,,,
1112,56.0,24.0,6.7,18.0
1113,77.0,52.0,6.3,82.0
1114,79.0,64.0,8.3,544.0
1115,,,,
1116,68.0,38.0,7.2,56.0
1117,,,,
1118,72.0,76.0,7.6,233.0
1119,,,,
1120,,,,
1121,,,,
1122,88.0,18.0,8.9,18.0
1123,,,,
1124,83.0,51.0,8.5,120.0
1125,82.0,15.0,7.5,383.0
1126,92.0,42.0,9.1,93.0
1127,70.0,98.0,8.1,2652.0
1128,89.0,39.0,8.7,121.0
1129,89.0,23.0,8.8,40.0
1130,,,3,40.0
1131,81.0,29.0,5.2,1651.0
1132,90.0,19.0,8.8,53.0
1133,88.0,29.0,8.8,35.0
1134,86.0,80.0,7.8,869.0
1135,84.0,65.0,8,131.0
1136,,,,
1137,74.0,50.0,3.1,69.0
1138,61.0,28.0,7.9,69.0
1139,83.0,22.0,7.7,262.0
1140,,,,
1141,,,4.5,445.0
1142,92.0,35.0,8.4,107.0
1143,80.0,44.0,7.9,50.0
1144,77.0,33.0,8.7,20.0
1145,,,,
1146,,,,
1147,76.0,39.0,8.7,55.0
1148,,,,
1149,81.0,77.0,6.7,559.0
1150,69.0,40.0,8,37.0
1151,64.0,5.0,tbd,
1152,,,,
1153,,,,
1154,,,,
1155,81.0,74.0,8,267.0
1156,86.0,17.0,9.2,326.0
1157,72.0,49.0,7.8,125.0
1158,,,4.2,24.0
1159,83.0,24.0,7.5,36.0
1160,94.0,12.0,8.7,850.0
1161,85.0,75.0,6.7,288.0
1162,96.0,16.0,9.2,568.0
1163,,,,
1164,,,,
1165,74.0,19.0,6.1,47.0
1166,,,,
1167,53.0,34.0,6.7,106.0
1168,75.0,54.0,8.2,267.0
1169,69.0,8.0,6.8,6.0
1170,85.0,62.0,7.9,157.0
1171,,,,
1172,76.0,38.0,8.2,253.0
1173,76.0,18.0,7.6,13.0
1174,66.0,66.0,6.5,279.0
1175,84.0,63.0,8.2,311.0
1176,78.0,69.0,6.8,908.0
1177,,,8.1,15.0
1178,90.0,18.0,8.7,24.0
1179,79.0,81.0,5.4,779.0
1180,78.0,15.0,5.8,712.0
1181,72.0,40.0,8,5.0
1182,,,2.9,45.0
1183,80.0,19.0,6.4,138.0
1184,55.0,10.0,8.6,45.0
1185,64.0,25.0,7.9,53.0
1186,84.0,46.0,8.5,57.0
1187,,,,
1188,79.0,21.0,6.8,18.0
1189,84.0,32.0,8.1,41.0
1190,83.0,54.0,8.5,134.0
1191,38.0,10.0,5.7,7.0
1192,,,,
1193,,,,
1194,,,,
1195,,,,
1196,54.0,26.0,9,133.0
1197,,,,
1198,,,,
1199,58.0,9.0,tbd,
1200,73.0,14.0,7,13.0
1201,71.0,37.0,5.7,36.0
1202,86.0,39.0,8.5,31.0
1203,79.0,58.0,8,62.0
1204,,,,
1205,74.0,15.0,8.7,35.0
1206,89.0,25.0,6.9,49.0
1207,,,,
1208,79.0,73.0,8.1,1116.0
1209,74.0,79.0,7.8,458.0
1210,,,tbd,
1211,88.0,62.0,8.2,492.0
1212,80.0,27.0,8.2,99.0
1213,88.0,23.0,9,713.0
1214,69.0,6.0,8.1,14.0
1215,90.0,78.0,8,215.0
1216,,,,
1217,87.0,25.0,8.6,47.0
1218,,,,
1219,80.0,80.0,7.4,770.0
1220,64.0,28.0,7.8,13.0
1221,82.0,37.0,6.7,146.0
1222,,,,
1223,,,,
1224,89.0,35.0,7.9,781.0
1225,81.0,49.0,8,56.0
1226,,,,
1227,74.0,11.0,4.2,1635.0
1228,75.0,47.0,7.6,122.0
1229,,,,
1230,38.0,21.0,5,26.0
1231,83.0,77.0,8.9,712.0
1232,,,,
1233,,,,
1234,,,,
1235,,,,
1236,,,,
1237,,,,
1238,88.0,46.0,7.6,95.0
1239,87.0,34.0,8.5,51.0
1240,73.0,19.0,7.8,26.0
1241,,,7.8,5.0
1242,76.0,19.0,8.1,24.0
1243,90.0,83.0,8.6,679.0
1244,,,,
1245,,,,
1246,,,,
1247,,,,
1248,,,,
1249,68.0,10.0,8.2,27.0
1250,,,,
1251,69.0,17.0,7.3,18.0
1252,84.0,45.0,8,172.0
1253,85.0,89.0,8.6,984.0
1254,93.0,45.0,9.1,135.0
1255,80.0,43.0,6.9,92.0
1256,76.0,15.0,8.9,64.0
1257,,,,
1258,84.0,30.0,8.3,35.0
1259,91.0,25.0,7.7,7.0
1260,,,,
1261,,,,
1262,,,,
1263,,,,
1264,63.0,41.0,6.8,121.0
1265,,,,
1266,91.0,24.0,7.9,88.0
1267,80.0,55.0,8.1,94.0
1268,81.0,18.0,6.9,23.0
1269,67.0,4.0,7,24.0
1270,79.0,76.0,6.9,216.0
1271,,,,
1272,,,,
1273,75.0,61.0,7.7,297.0
1274,85.0,16.0,6.6,694.0
1275,,,,
1276,57.0,51.0,6.9,103.0
1277,,,,
1278,,,,
1279,,,,
1280,60.0,24.0,7.8,35.0
1281,,,6.5,4.0
1282,83.0,91.0,7.8,543.0
1283,68.0,12.0,5.5,4.0
1284,,,tbd,
1285,65.0,69.0,7.1,71.0
1286,82.0,19.0,7.4,20.0
1287,85.0,43.0,9,25.0
1288,75.0,43.0,7.8,42.0
1289,93.0,74.0,8.6,68.0
1290,,,,
1291,,,tbd,
1292,,,tbd,
1293,,,,
1294,33.0,58.0,4.8,479.0
1295,79.0,75.0,7.2,334.0
1296,86.0,67.0,8.8,264.0
1297,84.0,15.0,8.4,204.0
1298,,,tbd,
1299,81.0,53.0,8.2,46.0
1300,76.0,22.0,tbd,
1301,,,,
1302,,,,
1303,87.0,28.0,7.9,46.0
1304,85.0,65.0,7.9,129.0
1305,,,,
1306,,,,
1307,,,,
1308,76.0,38.0,8.6,41.0
1309,54.0,15.0,tbd,
1310,,,,
1311,83.0,70.0,7.7,263.0
1312,70.0,85.0,6,399.0
1313,85.0,53.0,8.6,73.0
1314,,,2.7,13.0
1315,73.0,42.0,7.8,70.0
1316,71.0,40.0,8.3,94.0
1317,,,,
1318,,,,
1319,,,,
1320,,,,
1321,,,,
1322,94.0,62.0,8.5,1081.0
1323,59.0,14.0,6.9,11.0
1324,,,,
1325,85.0,20.0,6.5,368.0
1326,,,,
1327,73.0,13.0,7.5,8.0
1328,,,,
1329,,,,
1330,74.0,38.0,6.5,79.0
1331,71.0,7.0,6.8,5.0
1332,88.0,30.0,8.2,20.0
1333,91.0,19.0,8.6,27.0
1334,61.0,59.0,5.7,180.0
1335,77.0,4.0,7.9,8.0
1336,71.0,41.0,6.8,48.0
1337,52.0,46.0,5,20.0
1338,65.0,26.0,7.6,10.0
1339,,,,
1340,,,,
1341,,,tbd,
1342,84.0,14.0,8.6,44.0
1343,,,,
1344,83.0,33.0,7,493.0
1345,63.0,12.0,7.5,11.0
1346,64.0,25.0,7.8,38.0
1347,94.0,51.0,8.7,881.0
1348,93.0,30.0,5.5,1849.0
1349,59.0,7.0,7.8,12.0
1350,,,,
1351,64.0,75.0,2.2,4572.0
1352,89.0,56.0,9,203.0
1353,80.0,36.0,8.9,45.0
1354,,,,
1355,,,,
1356,89.0,78.0,8.4,535.0
1357,81.0,18.0,8.7,34.0
1358,80.0,61.0,7.9,746.0
1359,,,,
1360,76.0,54.0,7.9,116.0
1361,77.0,33.0,7.3,15.0
1362,85.0,54.0,7.2,48.0
1363,,,,
1364,55.0,22.0,6,250.0
1365,,,,
1366,79.0,45.0,8.5,40.0
1367,,,tbd,
1368,,,2.5,31.0
1369,,,,
1370,,,,
1371,87.0,42.0,6.6,384.0
1372,91.0,15.0,8.4,98.0
1373,87.0,19.0,8.4,15.0
1374,87.0,76.0,8.1,86.0
1375,79.0,29.0,7.5,11.0
1376,83.0,11.0,8.6,26.0
1377,89.0,79.0,8.7,768.0
1378,,,6.5,38.0
1379,,,,
1380,72.0,13.0,6.1,14.0
1381,88.0,58.0,8.2,65.0
1382,79.0,30.0,8.4,34.0
1383,,,,
1384,,,,
1385,86.0,25.0,7.7,24.0
1386,86.0,85.0,8.2,977.0
1387,88.0,9.0,8,7.0
1388,,,,
1389,,,,
1390,,,,
1391,69.0,29.0,8.8,68.0
1392,,,,
1393,81.0,63.0,7.9,362.0
1394,85.0,49.0,6.4,241.0
1395,64.0,71.0,6.1,155.0
1396,,,7.1,12.0
1397,77.0,39.0,7.8,28.0
1398,,,,
1399,,,,
1400,60.0,77.0,6.1,1409.0
1401,86.0,21.0,7.3,279.0
1402,,,,
1403,86.0,102.0,8,1288.0
1404,,,,
1405,77.0,49.0,8.3,340.0
1406,81.0,21.0,8.1,18.0
1407,60.0,6.0,6.7,7.0
1408,77.0,12.0,8.4,16.0
1409,89.0,70.0,8.3,684.0
1410,,,,
1411,81.0,44.0,6.1,60.0
1412,80.0,25.0,5.8,87.0
1413,89.0,50.0,8.2,682.0
1414,86.0,67.0,8.6,140.0
1415,,,,
1416,65.0,17.0,6.9,32.0
1417,80.0,54.0,6.7,178.0
1418,78.0,45.0,7.1,52.0
1419,80.0,53.0,8.9,58.0
1420,68.0,65.0,6,160.0
1421,75.0,21.0,7.8,30.0
1422,83.0,21.0,5.9,371.0
1423,64.0,11.0,tbd,
1424,,,,
1425,,,,
1426,,,,
1427,73.0,20.0,8.9,36.0
1428,76.0,24.0,8.1,99.0
1429,,,,
1430,63.0,16.0,6.3,6.0
1431,,,,
1432,60.0,17.0,9.3,4.0
1433,88.0,68.0,6.9,279.0
1434,87.0,12.0,8,585.0
1435,82.0,63.0,8,318.0
1436,73.0,37.0,8.7,23.0
1437,81.0,52.0,6,3517.0
1438,,,,
1439,84.0,96.0,6.2,815.0
1440,,,,
1441,,,,
1442,79.0,7.0,7.4,15.0
1443,84.0,8.0,8.9,21.0
1444,,,4.3,4.0
1445,82.0,43.0,7.9,57.0
1446,73.0,19.0,7.4,23.0
1447,84.0,61.0,8,248.0
1448,81.0,32.0,7.9,93.0
1449,79.0,71.0,6.5,482.0
1450,84.0,72.0,7.5,533.0
1451,92.0,57.0,8.9,440.0
1452,84.0,56.0,7.3,147.0
1453,,,,
1454,88.0,71.0,7.4,116.0
1455,74.0,24.0,6.9,252.0
1456,84.0,46.0,7.8,83.0
1457,71.0,34.0,8.6,78.0
1458,80.0,49.0,8.3,30.0
1459,74.0,26.0,8.4,60.0
1460,79.0,76.0,7.1,187.0
1461,,,,
1462,,,3.5,22.0
1463,73.0,27.0,8.2,63.0
1464,84.0,50.0,8.1,203.0
1465,90.0,28.0,8.6,51.0
1466,,,,
1467,,,,
1468,83.0,100.0,8.1,1156.0
1469,,,,
1470,,,,
1471,,,,
1472,,,,
1473,,,,
1474,92.0,60.0,8.8,279.0
1475,,,,
1476,57.0,15.0,6.5,21.0
1477,74.0,27.0,7.3,41.0
1478,83.0,37.0,5.7,45.0
1479,93.0,85.0,8.3,280.0
1480,84.0,70.0,6.7,80.0
1481,91.0,47.0,7.5,930.0
1482,,,,
1483,,,,
1484,93.0,20.0,7.4,25.0
1485,70.0,71.0,7.2,318.0
1486,,,,
1487,,,tbd,
1488,,,,
1489,73.0,32.0,7.5,25.0
1490,74.0,36.0,8.5,38.0
1491,,,,
1492,,,,
1493,,,,
1494,,,,
1495,,,7.4,63.0
1496,81.0,37.0,6.2,353.0
1497,79.0,42.0,8,52.0
1498,69.0,25.0,7.4,25.0
1499,91.0,13.0,9.2,3963.0
1500,,,,
1501,,,,
1502,61.0,20.0,7.3,27.0
1503,78.0,83.0,7.8,356.0
1504,94.0,76.0,7.2,139.0
1505,89.0,76.0,8.6,127.0
1506,,,,
1507,,,,
1508,63.0,12.0,6,39.0
1509,78.0,83.0,8.5,376.0
1510,80.0,35.0,6.6,38.0
1511,78.0,22.0,8.3,6.0
1512,,,,
1513,,,,
1514,80.0,59.0,7,132.0
1515,78.0,22.0,6.1,402.0
1516,,,,
1517,,,7.3,113.0
1518,68.0,25.0,8.2,25.0
1519,75.0,24.0,7.7,33.0
1520,,,,
1521,,,,
1522,,,,
1523,85.0,54.0,7.2,406.0
1524,49.0,10.0,6.2,5.0
1525,,,,
1526,67.0,19.0,5.9,8.0
1527,56.0,4.0,5,5.0
1528,75.0,51.0,8.6,27.0
1529,74.0,26.0,7.8,387.0
1530,84.0,38.0,5.4,7512.0
1531,79.0,26.0,7.9,66.0
1532,72.0,53.0,7.5,292.0
1533,66.0,32.0,7.6,30.0
1534,,,,
1535,,,8.4,13.0
1536,77.0,11.0,8.4,613.0
1537,85.0,51.0,8.4,57.0
1538,73.0,5.0,7.4,10.0
1539,,,,
1540,,,,
1541,,,tbd,
1542,,,,
1543,76.0,47.0,8.3,136.0
1544,67.0,21.0,7.3,26.0
1545,89.0,34.0,8.9,557.0
1546,93.0,12.0,9.4,358.0
1547,73.0,16.0,7.2,19.0
1548,69.0,8.0,7.2,26.0
1549,76.0,31.0,6.6,71.0
1550,91.0,69.0,8.1,1107.0
1551,83.0,75.0,8.7,487.0
1552,59.0,46.0,6.3,134.0
1553,77.0,8.0,8.9,17.0
1554,,,,
1555,,,,
1556,84.0,32.0,7.2,44.0
1557,85.0,33.0,9.1,26.0
1558,,,,
1559,75.0,70.0,6.2,1311.0
1560,65.0,28.0,tbd,
1561,75.0,35.0,8.5,60.0
1562,30.0,4.0,2,23.0
1563,86.0,60.0,8.6,433.0
1564,71.0,52.0,6.3,89.0
1565,57.0,27.0,7.9,139.0
1566,,,,
1567,69.0,4.0,6.3,4.0
1568,78.0,46.0,8,110.0
1569,85.0,50.0,8.5,332.0
1570,80.0,6.0,4.9,123.0
1571,79.0,8.0,8.1,22.0
1572,68.0,36.0,5.8,21.0
1573,,,,
1574,85.0,23.0,8.4,77.0
1575,,,,
1576,,,,
1577,,,,
1578,59.0,20.0,7.7,6.0
1579,75.0,42.0,7.2,166.0
1580,,,,
1581,65.0,29.0,8.9,51.0
1582,86.0,10.0,8,6.0
1583,76.0,26.0,6.3,278.0
1584,68.0,7.0,7.4,33.0
1585,,,,
1586,,,5,332.0
1587,63.0,64.0,6.9,223.0
1588,,,,
1589,,,,
1590,,,,
1591,83.0,54.0,8.5,134.0
1592,64.0,27.0,8.3,74.0
1593,79.0,62.0,8.4,194.0
1594,86.0,32.0,7.6,81.0
1595,88.0,71.0,8.6,348.0
1596,69.0,44.0,8.8,190.0
1597,74.0,22.0,8.5,135.0
1598,,,,
1599,52.0,37.0,6.2,106.0
1600,87.0,45.0,8.6,34.0
1601,,,,
1602,81.0,51.0,8.9,155.0
1603,52.0,15.0,6.8,4.0
1604,87.0,29.0,8.3,90.0
1605,85.0,10.0,9,96.0
1606,78.0,20.0,7.7,6.0
1607,78.0,9.0,6.9,34.0
1608,,,,
1609,76.0,8.0,7.8,13.0
1610,61.0,44.0,8.1,54.0
1611,79.0,53.0,7.7,308.0
1612,,,,
1613,76.0,36.0,6.4,66.0
1614,32.0,6.0,4.6,29.0
1615,83.0,30.0,5.9,39.0
1616,91.0,89.0,8.8,152.0
1617,,,,
1618,70.0,16.0,8.1,19.0
1619,57.0,51.0,5.5,102.0
1620,63.0,38.0,7.2,69.0
1621,,,,
1622,,,,
1623,80.0,49.0,8.5,73.0
1624,,,,
1625,,,7.3,6.0
1626,,,,
1627,76.0,81.0,8.3,662.0
1628,,,,
1629,80.0,22.0,9.1,37.0
1630,70.0,59.0,6.7,48.0
1631,,,,
1632,75.0,31.0,7.3,42.0
1633,63.0,6.0,7.7,9.0
1634,82.0,56.0,7.8,57.0
1635,78.0,65.0,8.2,468.0
1636,63.0,39.0,7.5,27.0
1637,80.0,43.0,8.5,48.0
1638,,,,
1639,,,,
1640,,,,
1641,,,,
1642,,,,
1643,,,,
1644,,,,
1645,86.0,29.0,9.5,150.0
1646,,,,
1647,89.0,24.0,8.3,61.0
1648,,,,
1649,89.0,19.0,7.8,16.0
1650,84.0,16.0,8.7,17.0
1651,71.0,30.0,8.4,12.0
1652,70.0,28.0,6.9,16.0
1653,73.0,55.0,7.8,22.0
1654,85.0,52.0,7.7,164.0
1655,69.0,22.0,8.5,111.0
1656,85.0,69.0,8.1,206.0
1657,86.0,41.0,8.6,184.0
1658,73.0,47.0,7.4,237.0
1659,,,,
1660,86.0,13.0,9,91.0
1661,,,,
1662,,,,
1663,83.0,24.0,9,45.0
1664,76.0,34.0,8.3,130.0
1665,75.0,16.0,7.6,39.0
1666,71.0,27.0,5.1,299.0
1667,,,,
1668,87.0,54.0,7.7,355.0
1669,,,,
1670,85.0,61.0,8.6,105.0
1671,,,,
1672,59.0,19.0,5.1,20.0
1673,73.0,19.0,8.2,10.0
1674,,,,
1675,78.0,37.0,8.4,16.0
1676,82.0,36.0,7.1,55.0
1677,,,,
1678,90.0,54.0,9.1,137.0
1679,,,,
1680,,,,
1681,,,,
1682,,,,
1683,,,,
1684,65.0,33.0,7.1,75.0
1685,70.0,17.0,7,4.0
1686,92.0,22.0,8.5,26.0
1687,68.0,6.0,5.4,9.0
1688,,,,
1689,55.0,14.0,6.8,9.0
1690,81.0,28.0,7.5,81.0
1691,81.0,78.0,8.6,377.0
1692,71.0,4.0,7.7,7.0
1693,83.0,19.0,8.4,43.0
1694,89.0,11.0,5.2,393.0
1695,75.0,46.0,8.6,113.0
1696,,,,
1697,,,,
1698,,,,
1699,84.0,23.0,8,19.0
1700,,,tbd,
1701,68.0,11.0,7.8,15.0
1702,76.0,14.0,7.3,11.0
1703,,,,
1704,76.0,32.0,7.9,17.0
1705,87.0,54.0,8.2,147.0
1706,,,,
1707,59.0,4.0,tbd,
1708,,,,
1709,,,,
1710,78.0,37.0,7.9,282.0
1711,,,,
1712,88.0,9.0,9.4,201.0
1713,,,,
1714,77.0,23.0,7.7,36.0
1715,95.0,16.0,7.5,22.0
1716,64.0,33.0,6.5,55.0
1717,,,,
1718,,,,
1719,77.0,43.0,8.7,70.0
1720,70.0,14.0,8.8,60.0
1721,52.0,36.0,4.9,222.0
1722,,,,
1723,76.0,8.0,7.6,11.0
1724,62.0,22.0,7.2,36.0
1725,72.0,28.0,6.9,80.0
1726,,,,
1727,,,,
1728,,,,
1729,57.0,4.0,8.4,37.0
1730,96.0,57.0,7.9,3756.0
1731,84.0,39.0,8.6,2754.0
1732,,,,
1733,81.0,38.0,8.1,55.0
1734,,,,
1735,65.0,23.0,5.8,28.0
1736,74.0,43.0,7.3,118.0
1737,84.0,75.0,5.3,1711.0
1738,,,,
1739,81.0,43.0,8,31.0
1740,76.0,36.0,7.3,34.0
1741,85.0,19.0,8.9,53.0
1742,70.0,31.0,6.3,24.0
1743,83.0,13.0,7.9,16.0
1744,79.0,82.0,7.6,328.0
1745,43.0,17.0,4.1,176.0
1746,85.0,17.0,8.5,22.0
1747,,,,
1748,,,,
1749,,,,
1750,,,,
1751,,,,
1752,77.0,13.0,7.6,21.0
1753,88.0,22.0,5.8,328.0
1754,88.0,41.0,8,238.0
1755,,,,
1756,45.0,39.0,5.8,89.0
1757,78.0,32.0,8.2,66.0
1758,83.0,29.0,8.1,30.0
1759,73.0,15.0,8.3,30.0
1760,69.0,20.0,7.3,30.0
1761,43.0,5.0,3.4,13.0
1762,,,,
1763,86.0,37.0,6.7,228.0
1764,,,,
1765,53.0,43.0,5.4,437.0
1766,,,,
1767,,,,
1768,,,,
1769,,,,
1770,83.0,9.0,7.9,14.0
1771,76.0,55.0,8.3,21.0
1772,92.0,40.0,8.5,2360.0
1773,,,,
1774,68.0,28.0,9,28.0
1775,62.0,44.0,5.1,164.0
1776,,,,
1777,,,,
1778,51.0,8.0,tbd,
1779,79.0,33.0,8.4,38.0
1780,91.0,77.0,9.1,933.0
1781,81.0,12.0,8.5,17.0
1782,88.0,46.0,7.5,155.0
1783,74.0,22.0,7.5,121.0
1784,56.0,36.0,7.1,50.0
1785,65.0,42.0,6.6,47.0
1786,76.0,27.0,9,21.0
1787,,,,
1788,,,,
1789,,,,
1790,,,,
1791,,,,
1792,84.0,31.0,9.1,31.0
1793,,,,
1794,81.0,66.0,8.8,32.0
1795,,,,
1796,,,7.4,17.0
1797,,,,
1798,81.0,89.0,7.7,1137.0
1799,73.0,15.0,8.8,32.0
1800,,,,
1801,79.0,60.0,8.2,201.0
1802,87.0,32.0,8,47.0
1803,80.0,15.0,tbd,
1804,,,,
1805,50.0,8.0,4.7,6.0
1806,83.0,88.0,7.8,621.0
1807,67.0,25.0,6.1,31.0
1808,84.0,55.0,8.6,14.0
1809,,,,
1810,79.0,66.0,7.8,362.0
1811,85.0,69.0,6.8,108.0
1812,79.0,50.0,8.1,795.0
1813,,,,
1814,73.0,51.0,8.6,209.0
1815,,,,
1816,82.0,48.0,5.9,15.0
1817,73.0,73.0,7.6,179.0
1818,,,,
1819,57.0,15.0,7.6,9.0
1820,,,,
1821,78.0,50.0,8.3,32.0
1822,82.0,85.0,8.4,201.0
1823,82.0,44.0,8.6,63.0
1824,80.0,27.0,8.3,52.0
1825,78.0,46.0,5.1,27.0
1826,,,,
1827,77.0,30.0,8.2,62.0
1828,71.0,4.0,2.6,10.0
1829,86.0,15.0,8,19.0
1830,79.0,77.0,8.1,165.0
1831,93.0,61.0,9.2,1228.0
1832,83.0,60.0,8.3,40.0
1833,70.0,91.0,6,202.0
1834,88.0,60.0,8.7,59.0
1835,79.0,75.0,4.5,2380.0
1836,74.0,38.0,7.6,51.0
1837,,,,
1838,69.0,50.0,6.3,31.0
1839,84.0,52.0,7.3,95.0
1840,82.0,8.0,6.8,13.0
1841,94.0,70.0,9,160.0
1842,,,,
1843,,,,
1844,,,,
1845,,,,
1846,87.0,79.0,8.7,664.0
1847,75.0,43.0,7.7,100.0
1848,69.0,50.0,7.7,598.0
1849,,,,
1850,,,,
1851,,,,
1852,85.0,62.0,8,468.0
1853,,,,
1854,81.0,23.0,7.4,29.0
1855,,,,
1856,,,,
1857,,,,
1858,,,,
1859,,,,
1860,,,,
1861,,,,
1862,74.0,18.0,tbd,
1863,76.0,25.0,tbd,
1864,,,,
1865,86.0,60.0,8.5,176.0
1866,80.0,66.0,8.2,283.0
1867,61.0,16.0,6.9,14.0
1868,87.0,39.0,8.1,109.0
1869,73.0,54.0,6.7,77.0
1870,80.0,13.0,8.5,44.0
1871,,,tbd,
1872,77.0,18.0,5.8,74.0
1873,77.0,34.0,8.1,52.0
1874,86.0,54.0,5.7,87.0
1875,75.0,21.0,8.9,39.0
1876,66.0,13.0,4.4,7.0
1877,97.0,22.0,6,47.0
1878,,,,
1879,68.0,51.0,7.6,58.0
1880,83.0,37.0,6.6,363.0
1881,92.0,27.0,8.3,48.0
1882,54.0,51.0,6.9,198.0
1883,75.0,56.0,8.3,99.0
1884,47.0,52.0,2.1,98.0
1885,65.0,32.0,8.3,33.0
1886,,,,
1887,74.0,42.0,6.9,41.0
1888,66.0,8.0,tbd,
1889,76.0,20.0,5.5,65.0
1890,84.0,70.0,8,72.0
1891,,,,
1892,88.0,15.0,8.9,77.0
1893,,,6.6,41.0
1894,,,tbd,
1895,73.0,28.0,7.2,9.0
1896,,,tbd,
1897,90.0,62.0,6.9,2981.0
1898,85.0,47.0,7.4,67.0
1899,75.0,69.0,7.5,265.0
1900,,,,
1901,,,,
1902,58.0,21.0,6,19.0
1903,,,,
1904,91.0,90.0,7.4,594.0
1905,,,,
1906,,,,
1907,70.0,10.0,8.1,49.0
1908,40.0,23.0,6.1,22.0
1909,,,,
1910,67.0,59.0,8.1,106.0
1911,69.0,6.0,7.3,121.0
1912,59.0,7.0,6.7,15.0
1913,,,,
1914,47.0,9.0,5,38.0
1915,82.0,14.0,7.4,83.0
1916,73.0,17.0,7.3,8.0
1917,,,tbd,
1918,85.0,59.0,7.3,245.0
1919,,,,
1920,,,,
1921,,,7.7,31.0
1922,,,,
1923,,,,
1924,76.0,57.0,6.6,198.0
1925,,,,
1926,76.0,29.0,7.8,36.0
1927,86.0,57.0,8.4,96.0
1928,88.0,44.0,8.8,57.0
1929,60.0,5.0,tbd,
1930,,,,
1931,70.0,31.0,5.6,5.0
1932,75.0,32.0,8.6,95.0
1933,,,7.6,18.0
