,Critic_Score,Critic_Count,User_Score,User_Count
7017,58.0,13.0,6.8,4.0
7018,,,,
7019,,,tbd,
7020,,,,
7021,81.0,33.0,8.6,31.0
7022,57.0,21.0,5,14.0
7023,,,tbd,
7024,,,,
7025,,,tbd,
7026,66.0,33.0,7.7,22.0
7027,73.0,36.0,5.2,17.0
7028,59.0,18.0,5.7,12.0
7029,70.0,18.0,5.8,12.0
7030,,,,
7031,,,,
7032,57.0,14.0,5.6,46.0
7033,,,,
7034,,,,
7035,,,,
7036,,,,
7037,,,tbd,
7038,66.0,25.0,5.2,5.0
7039,79.0,37.0,6.9,734.0
7040,,,,
7041,,,,
7042,74.0,49.0,8.3,19.0
7043,,,,
7044,,,,
7045,,,,
7046,,,,
7047,,,,
7048,55.0,18.0,6.3,4.0
7049,,,,
7050,74.0,17.0,6.8,5.0
7051,59.0,17.0,5.5,4.0
7052,,,,
7053,82.0,23.0,8.2,23.0
7054,,,tbd,
7055,,,tbd,
7056,61.0,26.0,6.5,13.0
7057,,,tbd,
7058,,,,
7059,82.0,39.0,7.8,25.0
7060,,,tbd,
7061,,,,
7062,87.0,4.0,7.1,13.0
7063,71.0,12.0,7.4,7.0
7064,86.0,9.0,9,41.0
7065,,,,
7066,71.0,29.0,8.4,33.0
7067,75.0,9.0,6.7,30.0
7068,,,8.4,7.0
7069,,,,
7070,,,,
7071,,,,
7072,77.0,50.0,7.5,160.0
7073,,,,
7074,,,3.4,17.0
7075,58.0,12.0,6.2,5.0
7076,73.0,20.0,8.5,14.0
7077,90.0,10.0,8,5.0
7078,,,,
7079,,,,
7080,,,tbd,
7081,73.0,27.0,8.1,13.0
7082,,,,
7083,87.0,37.0,8.2,69.0
7084,,,,
7085,82.0,5.0,8.6,42.0
7086,,,,
7087,,,tbd,
7088,,,,
7089,79.0,23.0,8.1,44.0
7090,,,tbd,
7091,,,,
7092,55.0,12.0,7.9,44.0
7093,79.0,27.0,8.5,65.0
7094,61.0,15.0,tbd,
7095,,,,
7096,83.0,65.0,7.8,85.0
7097,79.0,21.0,6.7,6.0
7098,39.0,10.0,4.3,6.0
7099,,,tbd,
7100,63.0,16.0,4.9,10.0
7101,,,,
7102,50.0,13.0,5.4,13.0
7103,41.0,7.0,tbd,
7104,,,,
7105,76.0,16.0,8.2,1237.0
7106,62.0,14.0,7.3,34.0
7107,62.0,22.0,5.9,8.0
7108,,,,
7109,,,tbd,
7110,,,,
7111,55.0,20.0,tbd,
7112,,,,
7113,59.0,7.0,6.7,6.0
7114,,,5.5,19.0
7115,61.0,26.0,9.2,6.0
7116,,,,
7117,,,,
7118,64.0,39.0,7.9,215.0
7119,64.0,14.0,4.1,20.0
7120,,,tbd,
7121,51.0,21.0,7,6.0
7122,,,,
7123,,,,
7124,,,,
7125,,,7.6,11.0
7126,,,,
7127,,,,
7128,74.0,33.0,8.4,65.0
7129,,,,
7130,,,,
7131,,,,
7132,,,tbd,
7133,,,,
7134,,,,
7135,,,,
7136,,,,
7137,,,,
7138,,,tbd,
7139,,,,
7140,72.0,13.0,7.8,5.0
7141,,,,
7142,60.0,40.0,7.3,9.0
7143,,,,
7144,58.0,9.0,7,5.0
7145,66.0,38.0,tbd,
7146,,,,
7147,,,tbd,
7148,75.0,25.0,8.5,15.0
7149,,,,
7150,78.0,9.0,5.4,7.0
7151,84.0,31.0,9.2,95.0
7152,,,tbd,
7153,,,,
7154,79.0,17.0,8.8,9.0
7155,,,,
7156,69.0,51.0,5.6,751.0
7157,,,tbd,
7158,,,8,5.0
7159,,,7.8,11.0
7160,,,,
7161,88.0,18.0,9,5.0
7162,77.0,20.0,7.8,6.0
7163,,,8.8,4.0
7164,,,tbd,
7165,82.0,24.0,8.4,125.0
7166,,,,
7167,42.0,5.0,3.1,9.0
7168,,,,
7169,,,tbd,
7170,58.0,43.0,7.2,29.0
7171,,,,
7172,66.0,30.0,7,47.0
7173,,,,
7174,54.0,35.0,6.1,28.0
7175,,,,
7176,61.0,12.0,8,5.0
7177,61.0,15.0,5.6,7.0
7178,50.0,18.0,6.3,8.0
7179,,,,
7180,,,tbd,
7181,,,tbd,
7182,61.0,5.0,tbd,
7183,77.0,21.0,9,22.0
7184,72.0,44.0,7.8,15.0
7185,68.0,22.0,7.6,7.0
7186,73.0,19.0,7.7,14.0
7187,,,,
7188,69.0,33.0,7.3,33.0
7189,,,,
7190,76.0,34.0,7,7.0
7191,47.0,13.0,5.2,37.0
7192,80.0,38.0,7.9,59.0
7193,66.0,10.0,tbd,
7194,,,,
7195,70.0,42.0,5.4,28.0
7196,67.0,7.0,8.5,12.0
7197,61.0,13.0,8,9.0
7198,77.0,44.0,8.8,23.0
7199,,,6.3,6.0
7200,47.0,10.0,5.6,8.0
7201,,,,
7202,,,,
7203,,,,
7204,,,,
7205,,,,
7206,72.0,16.0,7.3,117.0
7207,,,,
7208,86.0,39.0,8.3,19.0
7209,52.0,11.0,tbd,
7210,,,,
7211,80.0,5.0,8.5,44.0
7212,81.0,21.0,7.8,25.0
7213,46.0,4.0,tbd,
7214,,,,
7215,,,,
7216,49.0,10.0,tbd,
7217,56.0,31.0,5.6,5.0
7218,58.0,13.0,tbd,
7219,19.0,4.0,4.3,7.0
7220,58.0,21.0,7,12.0
7221,53.0,19.0,5.8,17.0
7222,,,,
7223,33.0,4.0,tbd,
7224,58.0,37.0,7,14.0
7225,69.0,11.0,tbd,
7226,,,,
7227,,,,
7228,66.0,34.0,7,22.0
7229,66.0,17.0,5.6,9.0
7230,59.0,16.0,tbd,
7231,80.0,17.0,9,24.0
7232,82.0,16.0,7.9,8.0
7233,49.0,34.0,5.6,19.0
7234,88.0,22.0,6.8,156.0
7235,49.0,33.0,4.8,28.0
7236,,,,
7237,70.0,20.0,8.5,13.0
7238,,,tbd,
7239,69.0,6.0,8.3,6.0
7240,51.0,11.0,5.9,14.0
7241,67.0,12.0,7.8,6.0
7242,70.0,23.0,5.6,8.0
7243,,,,
7244,78.0,30.0,8,47.0
7245,,,,
7246,71.0,13.0,6.7,166.0
7247,80.0,6.0,8.2,127.0
7248,,,,
7249,60.0,7.0,7.9,9.0
7250,61.0,9.0,8.3,4.0
7251,,,tbd,
7252,61.0,13.0,6.8,65.0
7253,,,,
7254,,,,
7255,58.0,28.0,6.8,56.0
7256,72.0,19.0,5.4,8.0
7257,82.0,11.0,8.2,13.0
7258,60.0,12.0,7.1,9.0
7259,,,,
7260,75.0,33.0,6.6,22.0
7261,60.0,16.0,tbd,
7262,72.0,45.0,8.8,36.0
7263,62.0,11.0,7.3,44.0
7264,,,tbd,
7265,,,,
7266,80.0,24.0,6.8,1428.0
7267,92.0,24.0,8.3,15.0
7268,,,,
7269,57.0,6.0,tbd,
7270,,,,
7271,63.0,13.0,tbd,
7272,,,,
7273,,,,
7274,,,,
7275,61.0,59.0,6,116.0
7276,,,,
7277,,,,
7278,,,,
7279,,,,
7280,,,4.8,5.0
7281,53.0,14.0,7.4,5.0
7282,70.0,11.0,7.8,6.0
7283,70.0,63.0,7.8,36.0
7284,,,,
7285,69.0,24.0,5,12.0
7286,,,,
7287,63.0,12.0,6.2,34.0
7288,,,6.4,94.0
7289,51.0,11.0,tbd,
7290,68.0,4.0,tbd,
7291,,,,
7292,,,,
7293,,,tbd,
7294,49.0,36.0,6,49.0
7295,,,,
7296,67.0,11.0,tbd,
7297,47.0,5.0,2,87.0
7298,80.0,27.0,8,17.0
7299,,,,
7300,56.0,16.0,tbd,
7301,43.0,5.0,4,5.0
7302,52.0,17.0,6.8,8.0
7303,,,,
7304,,,,
7305,60.0,23.0,tbd,
7306,63.0,17.0,8,7.0
7307,57.0,25.0,6.9,14.0
7308,,,8.4,12.0
7309,,,,
7310,,,,
7311,,,tbd,
7312,,,tbd,
7313,,,,
7314,,,,
7315,66.0,28.0,8,7.0
7316,,,,
7317,68.0,37.0,7.2,37.0
7318,,,,
7319,82.0,22.0,8.2,12.0
7320,,,,
7321,,,tbd,
7322,69.0,22.0,tbd,
7323,40.0,9.0,,
7324,46.0,21.0,5.6,19.0
7325,,,,
7326,64.0,13.0,tbd,
7327,76.0,44.0,8.6,14.0
7328,,,,
7329,,,,
7330,,,,
7331,61.0,8.0,6.5,4.0
7332,,,,
7333,56.0,15.0,8.5,18.0
7334,,,,
7335,,,,
7336,47.0,7.0,7.4,8.0
7337,,,tbd,
7338,69.0,69.0,7.7,125.0
7339,68.0,30.0,6.7,118.0
7340,72.0,19.0,3.5,1509.0
7341,76.0,20.0,7.5,6.0
7342,55.0,5.0,tbd,
7343,,,tbd,
7344,,,,
7345,83.0,32.0,7.5,26.0
7346,25.0,4.0,3.8,48.0
7347,70.0,55.0,7,6.0
7348,60.0,17.0,8.6,5.0
7349,65.0,37.0,7.1,8.0
7350,67.0,21.0,7.7,16.0
7351,,,8.9,8.0
7352,,,,
7353,84.0,31.0,8.7,55.0
7354,,,,
7355,,,,
7356,,,,
7357,,,,
7358,,,tbd,
7359,85.0,29.0,7.7,17.0
7360,76.0,31.0,6.2,35.0
7361,84.0,18.0,7.2,11.0
7362,63.0,22.0,5.2,13.0
7363,71.0,54.0,6.4,64.0
7364,,,,
7365,92.0,78.0,8.8,1381.0
7366,,,,
7367,73.0,4.0,7.5,4.0
7368,74.0,22.0,7,10.0
7369,,,,
7370,,,,
7371,,,tbd,
7372,68.0,12.0,7.6,16.0
7373,70.0,9.0,6.5,10.0
7374,26.0,7.0,4,5.0
7375,,,,
7376,,,,
7377,63.0,4.0,5.8,5.0
7378,75.0,43.0,8.1,21.0
7379,74.0,37.0,8.1,61.0
7380,,,,
7381,83.0,46.0,7.8,13.0
7382,,,tbd,
7383,,,,
7384,74.0,14.0,5.9,544.0
7385,54.0,12.0,tbd,
7386,76.0,20.0,8.3,22.0
7387,,,,
7388,,,,
7389,,,,
7390,78.0,18.0,8.2,19.0
7391,,,tbd,
7392,,,,
7393,83.0,52.0,7.8,36.0
7394,65.0,5.0,8.4,16.0
7395,,,7.3,4.0
7396,,,,
7397,,,,
7398,,,,
7399,,,,
7400,,,,
7401,,,,
7402,77.0,5.0,8.6,46.0
7403,72.0,35.0,8.4,77.0
7404,79.0,9.0,7,12.0
7405,60.0,8.0,6.4,15.0
7406,,,,
7407,,,tbd,
7408,83.0,6.0,8.4,259.0
7409,67.0,51.0,7.6,33.0
7410,,,,
7411,,,,
7412,78.0,28.0,6.9,20.0
7413,63.0,17.0,8,6.0
7414,47.0,5.0,4.2,5.0
7415,,,tbd,
7416,69.0,53.0,7.4,50.0
7417,,,,
7418,80.0,43.0,8.7,35.0
7419,,,,
7420,,,,
7421,,,,
7422,61.0,21.0,5,11.0
7423,43.0,32.0,4.8,13.0
7424,,,,
7425,,,,
7426,74.0,27.0,7,13.0
7427,37.0,6.0,6.4,20.0
7428,67.0,16.0,7.3,19.0
7429,81.0,25.0,8.9,49.0
7430,64.0,27.0,5.3,20.0
7431,85.0,17.0,8.2,9.0
7432,69.0,4.0,4.1,16.0
7433,38.0,45.0,2.9,44.0
7434,65.0,56.0,7.1,21.0
7435,53.0,9.0,6.8,53.0
7436,,,,
7437,,,,
7438,57.0,11.0,tbd,
7439,,,,
7440,88.0,36.0,8.2,102.0
7441,79.0,13.0,8.7,7.0
7442,55.0,22.0,6.8,16.0
7443,91.0,11.0,8.1,9.0
7444,,,,
7445,71.0,20.0,7.6,46.0
7446,51.0,7.0,tbd,
7447,74.0,5.0,7.9,29.0
7448,74.0,50.0,7.1,34.0
7449,,,,
7450,,,8.3,7.0
7451,64.0,14.0,7.9,8.0
7452,76.0,34.0,8,20.0
7453,78.0,54.0,8.3,23.0
7454,40.0,37.0,4.7,19.0
7455,,,,
7456,81.0,5.0,7.7,6.0
7457,28.0,7.0,2.4,17.0
7458,77.0,27.0,7.1,26.0
7459,53.0,4.0,6.6,5.0
7460,39.0,11.0,tbd,
7461,,,tbd,
7462,67.0,33.0,7.1,15.0
7463,68.0,34.0,8.6,19.0
7464,,,,
7465,68.0,26.0,8.5,8.0
7466,,,,
7467,64.0,40.0,6.5,661.0
7468,80.0,12.0,7.9,12.0
7469,,,,
7470,78.0,25.0,7.4,14.0
7471,89.0,25.0,7.8,17.0
7472,,,,
7473,,,tbd,
7474,,,,
7475,82.0,23.0,7.9,29.0
7476,,,,
7477,,,,
7478,,,,
7479,82.0,16.0,7.8,8.0
7480,32.0,43.0,1.5,427.0
7481,79.0,11.0,6.6,8.0
7482,68.0,16.0,8.5,15.0
7483,54.0,11.0,5.5,8.0
7484,69.0,46.0,6.5,15.0
7485,74.0,41.0,tbd,
7486,33.0,6.0,7.5,18.0
7487,,,,
7488,,,,
7489,61.0,64.0,7,34.0
7490,,,,
7491,,,tbd,
7492,,,,
7493,48.0,11.0,6.6,11.0
7494,58.0,27.0,6.4,9.0
7495,55.0,4.0,6.9,8.0
7496,70.0,35.0,7.8,24.0
7497,,,tbd,
7498,61.0,30.0,5.5,102.0
7499,75.0,5.0,tbd,
7500,,,,
7501,,,tbd,
7502,40.0,5.0,7.8,5.0
7503,,,,
7504,,,tbd,
7505,57.0,33.0,4.8,5.0
7506,72.0,32.0,7.4,49.0
7507,,,,
7508,73.0,28.0,7.4,133.0
7509,,,,
7510,78.0,18.0,tbd,
7511,,,,
7512,71.0,35.0,8.2,106.0
7513,33.0,31.0,5.1,47.0
7514,,,,
7515,,,,
7516,,,,
7517,68.0,31.0,8.6,17.0
7518,76.0,21.0,7.2,5.0
7519,52.0,33.0,5.7,110.0
7520,69.0,22.0,7.5,280.0
7521,89.0,21.0,9.1,33.0
7522,69.0,33.0,8.5,13.0
7523,87.0,16.0,5.3,18.0
7524,,,,
7525,,,,
7526,,,5.4,22.0
7527,72.0,13.0,2.8,39.0
7528,,,,
7529,74.0,34.0,7.4,596.0
7530,,,,
7531,,,,
7532,67.0,14.0,8.5,4.0
7533,,,,
7534,,,,
7535,,,,
7536,51.0,10.0,5.3,9.0
7537,,,8.7,7.0
7538,,,tbd,
7539,,,,
7540,62.0,26.0,6.8,88.0
7541,,,,
7542,79.0,9.0,7.8,5.0
7543,,,,
7544,63.0,37.0,7.3,16.0
7545,70.0,34.0,8.9,12.0
7546,,,,
7547,70.0,6.0,7.5,15.0
7548,,,,
7549,,,,
7550,64.0,23.0,5.9,40.0
7551,75.0,19.0,7.6,9.0
7552,,,,
7553,53.0,44.0,7.5,80.0
7554,,,,
7555,,,,
7556,57.0,16.0,6.2,10.0
7557,82.0,8.0,9.2,40.0
7558,,,,
7559,,,,
7560,,,,
7561,,,tbd,
7562,,,,
7563,72.0,8.0,7.2,5.0
7564,90.0,17.0,7.6,5.0
7565,67.0,38.0,7.6,73.0
7566,72.0,13.0,6.3,9.0
7567,,,,
7568,70.0,22.0,tbd,
7569,,,,
7570,71.0,16.0,tbd,
7571,,,,
7572,52.0,27.0,7,48.0
7573,53.0,6.0,5.8,4.0
7574,51.0,32.0,5.3,7.0
7575,79.0,11.0,tbd,
7576,81.0,10.0,4.4,296.0
7577,,,6.4,7.0
7578,,,,
7579,,,,
7580,36.0,14.0,3.1,88.0
7581,36.0,45.0,3.7,21.0
7582,,,,
7583,63.0,33.0,7.2,19.0
7584,73.0,8.0,7.3,29.0
7585,68.0,24.0,4.5,4.0
7586,87.0,49.0,8.2,178.0
7587,,,tbd,
7588,,,tbd,
7589,70.0,20.0,8.6,11.0
7590,57.0,33.0,4.8,4.0
7591,,,,
7592,65.0,25.0,7.3,15.0
7593,,,,
7594,,,,
7595,62.0,13.0,6.6,10.0
7596,82.0,18.0,9,9.0
7597,43.0,9.0,6.4,5.0
7598,75.0,46.0,9,61.0
7599,45.0,16.0,tbd,
7600,72.0,31.0,6,6.0
7601,,,,
7602,,,,
7603,,,,
7604,,,,
7605,,,,
7606,,,,
7607,,,,
7608,,,,
7609,,,,
7610,,,,
7611,,,,
7612,68.0,24.0,7,5.0
7613,76.0,31.0,6.5,315.0
7614,40.0,5.0,7.4,7.0
7615,,,,
7616,86.0,12.0,7.7,128.0
7617,60.0,34.0,7.1,52.0
7618,64.0,42.0,5.9,39.0
7619,65.0,7.0,6.7,9.0
7620,68.0,14.0,tbd,
7621,,,,
7622,,,,
7623,37.0,5.0,tbd,
7624,60.0,7.0,tbd,
7625,,,,
7626,,,tbd,
7627,58.0,52.0,6.1,24.0
7628,,,,
7629,75.0,16.0,tbd,
7630,,,,
7631,,,,
7632,71.0,34.0,8.8,12.0
7633,,,,
7634,,,,
7635,,,tbd,
7636,66.0,17.0,6.1,12.0
7637,,,,
7638,,,tbd,
7639,,,tbd,
7640,75.0,40.0,7.9,1295.0
7641,,,tbd,
7642,,,tbd,
7643,90.0,17.0,8.8,57.0
7644,,,,
7645,74.0,65.0,7.1,28.0
7646,67.0,28.0,tbd,
7647,77.0,24.0,tbd,
7648,,,,
7649,,,8.8,5.0
7650,53.0,20.0,7,10.0
7651,75.0,21.0,8.8,20.0
7652,71.0,7.0,7,35.0
7653,78.0,27.0,8,22.0
7654,63.0,28.0,7,24.0
7655,76.0,18.0,8.2,6.0
7656,,,,
7657,66.0,4.0,8.3,10.0
7658,,,,
7659,77.0,35.0,8.1,8.0
7660,,,,
7661,62.0,13.0,tbd,
7662,,,,
7663,49.0,34.0,6.4,61.0
7664,71.0,40.0,6.8,18.0
7665,,,,
7666,50.0,35.0,5.6,20.0
7667,65.0,52.0,6.1,27.0
7668,62.0,14.0,tbd,
7669,,,,
7670,49.0,6.0,tbd,
7671,,,tbd,
7672,,,,
7673,,,,
7674,58.0,57.0,5.1,102.0
7675,59.0,33.0,7.5,18.0
7676,,,,
7677,,,,
7678,,,,
7679,65.0,35.0,7.1,18.0
7680,80.0,15.0,7.9,8.0
7681,,,,
7682,65.0,4.0,tbd,
7683,59.0,28.0,8,10.0
7684,,,,
7685,42.0,8.0,6.8,9.0
7686,78.0,21.0,6.6,14.0
7687,,,,
7688,,,,
7689,58.0,40.0,7.2,36.0
7690,,,,
7691,,,,
7692,85.0,8.0,7.9,60.0
7693,83.0,25.0,8.3,26.0
7694,83.0,31.0,8.6,20.0
7695,,,,
7696,,,,
7697,,,,
7698,53.0,27.0,7.4,13.0
7699,47.0,14.0,8.8,76.0
7700,,,8,5.0
7701,73.0,10.0,7.5,27.0
7702,55.0,8.0,8.1,8.0
7703,51.0,26.0,2.1,9.0
7704,65.0,36.0,6.8,25.0
7705,,,tbd,
7706,76.0,40.0,7.9,23.0
7707,57.0,11.0,4,4.0
7708,70.0,12.0,8.2,17.0
7709,57.0,19.0,8,21.0
7710,,,,
7711,63.0,55.0,7.8,528.0
7712,,,,
7713,,,,
7714,59.0,12.0,4.3,9.0
7715,58.0,25.0,6.5,15.0
7716,,,,
7717,67.0,6.0,9.2,17.0
7718,75.0,30.0,8.5,15.0
7719,58.0,37.0,7.5,39.0
7720,,,,
7721,57.0,7.0,tbd,
7722,,,,
7723,68.0,8.0,4.4,5.0
7724,51.0,14.0,6.3,15.0
7725,78.0,16.0,6,1096.0
7726,76.0,21.0,8.9,36.0
7727,,,,
7728,,,,
7729,70.0,13.0,7.4,16.0
7730,,,,
7731,,,,
7732,81.0,16.0,8.8,16.0
7733,,,,
7734,,,,
7735,,,tbd,
7736,72.0,19.0,5.7,253.0
7737,65.0,8.0,2.4,5.0
7738,67.0,9.0,tbd,
7739,69.0,49.0,7.3,67.0
7740,,,,
7741,64.0,9.0,tbd,
7742,,,,
7743,,,tbd,
7744,,,7,11.0
7745,,,,
7746,72.0,38.0,7.3,38.0
7747,,,,
7748,,,,
7749,68.0,35.0,7.4,985.0
7750,61.0,34.0,7.3,40.0
7751,,,,
7752,74.0,37.0,7.9,19.0
7753,57.0,16.0,6,4.0
7754,49.0,30.0,7,18.0
7755,,,tbd,
7756,53.0,40.0,5.9,230.0
7757,,,tbd,
7758,71.0,22.0,8.4,16.0
7759,,,tbd,
7760,,,,
7761,,,,
7762,,,tbd,
7763,,,,
7764,63.0,30.0,5.9,7.0
7765,78.0,28.0,6.9,35.0
7766,,,,
7767,,,,
7768,71.0,21.0,7.6,5.0
7769,,,,
7770,,,,
7771,,,,
7772,60.0,4.0,7.1,15.0
7773,,,4.2,6.0
7774,49.0,11.0,2.6,8.0
7775,50.0,9.0,8.9,10.0
7776,69.0,54.0,6.9,60.0
7777,,,tbd,
7778,52.0,35.0,4.9,22.0
7779,63.0,29.0,3.2,881.0
7780,,,,
7781,,,,
7782,,,tbd,
7783,62.0,19.0,8.3,7.0
7784,46.0,13.0,tbd,
7785,74.0,30.0,7.9,21.0
7786,66.0,25.0,6.5,33.0
7787,,,tbd,
7788,51.0,11.0,tbd,
7789,,,,
7790,56.0,10.0,6.4,22.0
7791,23.0,39.0,3,211.0
7792,66.0,17.0,8.4,30.0
7793,57.0,11.0,4.5,6.0
7794,64.0,17.0,tbd,
7795,62.0,13.0,tbd,
7796,85.0,7.0,tbd,
7797,60.0,6.0,7.5,12.0
7798,,,,
7799,,,,
7800,79.0,23.0,8.9,13.0
7801,,,,
7802,,,tbd,
7803,,,,
7804,,,,
7805,82.0,38.0,7.1,8.0
7806,65.0,9.0,6,26.0
7807,77.0,54.0,6.2,803.0
7808,,,,
7809,43.0,34.0,5.3,21.0
7810,81.0,24.0,8.5,15.0
7811,84.0,4.0,6.1,36.0
7812,,,,
7813,,,,
7814,69.0,16.0,tbd,
7815,,,,
7816,,,,
7817,83.0,26.0,9,29.0
7818,,,,
7819,,,tbd,
7820,63.0,30.0,7.5,42.0
7821,79.0,17.0,9,4.0
7822,64.0,8.0,6,8.0
7823,,,,
7824,75.0,4.0,tbd,
7825,72.0,75.0,8.4,49.0
7826,74.0,46.0,8.1,24.0
7827,69.0,17.0,5.6,98.0
7828,64.0,26.0,7.8,43.0
7829,,,,
7830,,,tbd,
7831,,,,
7832,,,,
7833,,,,
7834,,,,
7835,,,,
7836,,,,
7837,,,,
7838,,,,
7839,85.0,48.0,8.6,1739.0
7840,,,,
7841,49.0,16.0,4.6,7.0
7842,,,tbd,
7843,76.0,15.0,7.8,42.0
7844,,,8.8,17.0
7845,66.0,9.0,tbd,
7846,,,,
7847,,,,
7848,82.0,6.0,8.6,37.0
7849,,,tbd,
7850,,,,
7851,68.0,11.0,7,8.0
7852,61.0,22.0,4.4,10.0
7853,54.0,57.0,6.3,19.0
7854,,,,
7855,73.0,13.0,7,6.0
7856,79.0,20.0,7.8,8.0
7857,62.0,15.0,8.5,10.0
7858,70.0,14.0,8.1,46.0
7859,,,,
7860,82.0,5.0,7.9,112.0
7861,,,,
7862,,,tbd,
7863,70.0,9.0,8.4,10.0
7864,61.0,40.0,7.3,21.0
7865,71.0,26.0,7.4,7.0
7866,52.0,12.0,tbd,
7867,,,tbd,
7868,68.0,18.0,8.5,23.0
7869,65.0,28.0,8.6,16.0
7870,,,,
7871,76.0,15.0,8.5,6.0
7872,58.0,33.0,8,24.0
7873,72.0,37.0,7.2,57.0
7874,82.0,71.0,8.6,2654.0
7875,77.0,39.0,4.3,969.0
7876,,,3.4,23.0
7877,80.0,19.0,7.5,146.0
7878,53.0,12.0,tbd,
7879,,,tbd,
7880,67.0,13.0,7.3,11.0
7881,,,,
7882,,,,
7883,,,,
7884,62.0,22.0,7.6,31.0
7885,,,,
7886,,,,
7887,,,,
7888,,,,
7889,,,,
7890,67.0,23.0,8.8,10.0
7891,,,,
7892,,,tbd,
7893,,,,
7894,64.0,4.0,tbd,
7895,,,,
7896,79.0,25.0,7.5,66.0
7897,,,,
7898,80.0,23.0,7.3,73.0
7899,,,,
7900,,,tbd,
7901,,,,
7902,,,,
7903,,,,
7904,68.0,37.0,8,5.0
7905,,,,
7906,,,,
7907,47.0,19.0,4.1,18.0
7908,,,,
7909,60.0,37.0,6.4,77.0
7910,72.0,36.0,7.6,19.0
7911,55.0,34.0,6.8,20.0
7912,78.0,14.0,7.5,13.0
7913,,,4.5,4.0
7914,,,tbd,
7915,60.0,5.0,tbd,
7916,82.0,13.0,7.4,754.0
7917,,,8.5,4.0
7918,67.0,17.0,8.5,32.0
7919,61.0,26.0,6.5,8.0
7920,,,,
7921,57.0,5.0,tbd,
7922,51.0,28.0,3.1,25.0
7923,74.0,43.0,8,185.0
7924,,,,
7925,,,3,7.0
7926,,,,
7927,,,,
7928,,,,
7929,,,,
7930,,,,
7931,,,,
7932,72.0,14.0,tbd,
7933,,,5.7,9.0
7934,67.0,23.0,7.3,7.0
7935,,,,
7936,49.0,10.0,tbd,
7937,59.0,18.0,5.6,5.0
7938,,,,
7939,,,tbd,
7940,,,,
7941,79.0,50.0,9.1,21.0
7942,,,,
7943,59.0,11.0,6.8,6.0
7944,,,tbd,
7945,,,,
7946,,,,
7947,82.0,24.0,8.2,24.0
7948,83.0,10.0,7.2,83.0
7949,51.0,8.0,tbd,
7950,68.0,13.0,8.1,15.0
7951,,,tbd,
7952,55.0,20.0,7.3,7.0
7953,76.0,22.0,9,9.0
7954,68.0,40.0,8.2,45.0
7955,74.0,19.0,5.3,4.0
7956,86.0,45.0,7.4,1543.0
7957,,,,
7958,69.0,14.0,7.5,4.0
7959,74.0,19.0,7,47.0
7960,,,,
7961,44.0,22.0,7,24.0
7962,79.0,47.0,8.5,15.0
7963,63.0,25.0,4.4,307.0
7964,55.0,42.0,4.2,15.0
7965,81.0,21.0,6.8,6.0
7966,62.0,11.0,6.3,4.0
7967,69.0,32.0,7.7,52.0
7968,,,,
7969,66.0,21.0,7.1,289.0
7970,,,tbd,
7971,74.0,13.0,8.3,8.0
7972,65.0,23.0,6.4,7.0
7973,77.0,16.0,8.5,17.0
7974,,,,
7975,65.0,31.0,7.4,50.0
7976,76.0,76.0,8.4,139.0
7977,,,,
7978,80.0,10.0,8.9,18.0
7979,,,7.4,5.0
7980,,,tbd,
7981,,,tbd,
7982,36.0,28.0,4.4,22.0
7983,64.0,30.0,6.4,8.0
7984,,,3.5,6.0
7985,51.0,19.0,7.5,17.0
7986,,,,
7987,,,tbd,
7988,51.0,5.0,tbd,
7989,,,8.9,54.0
7990,,,,
7991,71.0,33.0,8.2,5.0
7992,,,tbd,
7993,,,,
7994,,,tbd,
7995,69.0,46.0,7.8,10.0
7996,73.0,43.0,8.6,17.0
7997,72.0,27.0,8.9,47.0
7998,,,tbd,
7999,,,,
8000,,,tbd,
8001,68.0,13.0,8.5,11.0
8002,,,tbd,
8003,,,,
8004,,,,
8005,55.0,18.0,tbd,
8006,39.0,5.0,3.3,16.0
8007,72.0,48.0,7.8,41.0
8008,51.0,27.0,2.8,6.0
8009,80.0,11.0,7,332.0
8010,,,tbd,
8011,,,tbd,
8012,,,,
8013,58.0,6.0,8.3,28.0
8014,,,,
8015,,,tbd,
8016,,,,
8017,61.0,5.0,tbd,
8018,,,tbd,
8019,,,,
8020,,,tbd,
8021,,,,
8022,57.0,6.0,tbd,
8023,,,,
8024,64.0,41.0,5.5,42.0
8025,,,,
8026,,,,
8027,86.0,35.0,8.8,26.0
8028,82.0,32.0,7.5,35.0
8029,61.0,36.0,7.8,4.0
8030,61.0,21.0,7.1,7.0
8031,,,7.2,159.0
8032,,,,
8033,84.0,15.0,8.9,17.0
8034,,,tbd,
8035,,,,
8036,76.0,26.0,7.7,44.0
8037,,,tbd,
8038,83.0,36.0,7.5,721.0
8039,39.0,5.0,5.6,13.0
8040,,,,
8041,,,,
8042,,,,
8043,,,,
8044,48.0,11.0,4.3,6.0
8045,75.0,7.0,tbd,
8046,,,tbd,
8047,,,,
8048,,,6.8,16.0
8049,74.0,65.0,7.1,174.0
8050,73.0,7.0,6.2,5.0
8051,71.0,37.0,6.9,46.0
8052,,,,
8053,54.0,13.0,4.7,13.0
8054,75.0,27.0,8.5,20.0
8055,,,,
8056,44.0,10.0,5.4,11.0
8057,72.0,37.0,8.7,33.0
8058,59.0,30.0,7.8,45.0
8059,47.0,6.0,tbd,
